username,userid,profile_location,created_at,text,retweet_count,source,coordinates
۝Anna Molly🌸,1.21933E+18,"Seattle, WA",1/20/2023 9:28,"@Mssoctoberr @CNN He'll get black and queer votes. If history is any lesson on who voted for Trump, he'll be president",0,Twitter for Android,
Miles Mitchell DC,212450008,"Tukwila, WA",1/20/2023 9:12,@The_Trump_Train 30%? Hell no!!!,0,Twitter Web App,
Damon🇺🇦,445089760,seattle,1/20/2023 8:47,@ACTBrigitte Neither is tRump!,0,Twitter for iPhone,
Brad - Defend Ukraine,18645978,"Seattle, WA",1/20/2023 8:27,"@SenRickScott #Democrats keep fixing @GOP created problems. Under #TraitorTrump, the national debt EXPLODED to $27.… https://t.co/ur4qogui7h",0,Twitter for iPhone,
swellsville,18667123,"Seattle, WA",1/20/2023 7:59,"Judge Middlebrooks: ""A continuing pattern of misuse of the courts by Mr. Trump and his lawyers undermines the rule… https://t.co/B56mrtVJjT",0,Twitter Web App,
virtuosobob,383560270,Seattle,1/20/2023 7:47,@jontalton You are quoting a candidate who thinks Biden is a worse president than Trump. You numpty.,0,Twitter for iPhone,
Dwig3d,1.57027E+18,"Edmonds, WA",1/20/2023 7:43,@ACTBrigitte Bridget and Trump run a conservative movement grooming young teenagers prove me wrong,0,Twitter for iPhone,
Bill2uok,1.59382E+18,"Seattle, WA",1/20/2023 7:38,@PpkramerPamela @tracybeanz I am not aware of there being 2 vaccines but true or not Trump lifted the red tape to a… https://t.co/ficFqzzQUx,0,Twitter for Android,
Bill2uok,1.59382E+18,"Seattle, WA",1/20/2023 7:31,@tracybeanz You have to understand that Trump pulled the strings so that there is no red tape for developing a vacc… https://t.co/7IILuqOFOD,0,Twitter for Android,
Keith Collingridge,2948940348,"Edmonds, WA",1/20/2023 7:22,"@rakchazak74 @RonFilipkowski the point, like many issues in the GOP platform only matters when a DEM is in office.… https://t.co/OpP1lH4zt4",0,Twitter for Android,
jim.j🇺🇸🏴󠁧󠁢󠁳󠁣󠁴󠁿 #JusticeMatters 👨🏼‍⚖️⚖️,1.2602E+18,"Seattle, WA",1/20/2023 7:20,"@RepChrisStewart @SpeakerMcCarthy At the end of fiscal year 2020, the debt was $26.9 trillion. Trump added $6.7 tri… https://t.co/s8usk3TDx4",0,Twitter for iPad,
Sharon Galloway,8.27038E+17,"Seattle, WA",1/20/2023 7:20,Mohammed bin Salman 'has been paying Donald Trump unknown millions for the past two years' https://t.co/ilD6hMtVyq,0,Twitter for iPhone,
Nathan,8.75646E+17,"Seattle, WA",1/20/2023 7:20,@MattBoxer94 @ChrisRo59191548 He’s attacking Biden and Hillary in defense of Trump. Lol. How are you more welcoming… https://t.co/ywT5soZG0O,0,Twitter for iPhone,
High in Seattle (PhD/DEng),9.05833E+17,"Seattle, WA",1/20/2023 7:11,@SergioVengeance @brian420akaKing @ShellenbergerMD @mgurri A) I’m no Trump fanboy. I despise him. B) He was open ab… https://t.co/Ia7fPSlsKa,0,Twitter for iPhone,
MSN,15856435,"Redmond, WA, USA",1/20/2023 7:10,"Trump, Lawyer Hit With $937,989 Sanctions in Clinton Case https://t.co/kuTKMrZRz8",0,OxfordBlue-Twitter,
Last to the table,4908906193,Seattle,1/20/2023 6:57,"@TwoEyedJack101 Hmmm. What does that say about your election-losing messiah, trump,  given that good raggedy butt h… https://t.co/rovZQhfYnk",0,Twitter Web App,
Marco @madeingermany@mas.to,2212231,"Seattle, WA, USA",1/20/2023 6:53,"@skaterboy4697 @kyledcheney I mean ...

Trump withdraws ""orangutan"" lawsuit against comic Bill Maher | Reuters https://t.co/5qL0tqM5j2",2,Twitter for Android,
Joey Ferrick,2409733674,"Bellevue, WA",1/20/2023 6:43,@RepAdamSchiff U f up the economy in every way possible then blame others…. You spend most your time chasing Donald… https://t.co/I5AKjxVt8j,0,Twitter for iPhone,
SayTheirNames24-7,9.73772E+17,"Seattle, WA",1/20/2023 6:40,@micmac053 @MattWalshBlog I read your handle as “Truth Trump Lies” and was delighted to find out you’re a MAGA who can’t figure out nuance.,0,Twitter for iPad,
Eve_Alyson,1.59849E+18,"Seattle, WA",1/20/2023 6:13,@laurenboebert Right. Trump DID say that when it gets warmer (sunlight) the Covid virus would go away!,0,Twitter for iPhone,
Satyros Brucato @SatyrB@mastodon.social,8.32452E+17,"Seattle, WA",1/20/2023 6:13,There could be a live video feed of him drinking nun blood while driving a lawn mower over a bunch of kids and pupp… https://t.co/2WG6Q8FT4W,1,Twitter Web App,
🇪🇺Blue🇺🇸Tiger🇧🇦Politics🇺🇳,1.28216E+18,"Seattle, WA",1/20/2023 6:13,And so we ain’t allowed to see the classified documents from Mar-A-Lago Trump took huh? https://t.co/8WG0xqy7ra,0,Twitter for iPhone,
shelly crooks,2982197963,"Seattle, WA",1/20/2023 6:10,@blagojevism Same as Trump. Carnival Barker all the way.,0,Twitter for Android,
Ron Burk,17841533,"Redmond, WA, USA",1/20/2023 6:09,Never could have predicted 6 months ago that Trump's return to Twitter would be a sign of how desperate he is now.,0,Twitter Web App,
Dominic Dobson,4247290574,"Mercer Island, WA",1/20/2023 6:05,"@MiaFarrow This is the beginning of the end for the current supreme court, I hope. The right wing of the court is t… https://t.co/y1oeJ3O9gR",0,Twitter for iPhone,
Krystian,2167528201,"Seattle, WA",1/20/2023 6:05,"@TimRunsHisMouth Then Trump must be on permaPMS.

Or, is that the menopause kicking in?",0,Twitter for iPhone,
jamesrussbell,28583025,"seattle,washington",1/20/2023 6:00,@SenRickScott Fraud king of the party that raised the national by trillions under trump can shut it!,0,Twitter for iPhone,
virtuosobob,383560270,Seattle,1/20/2023 5:58,The translation of this is that Andy is a fake “moderate” who thinks Trump is a better president than Joe Biden. An… https://t.co/3QHVK00bc1,0,Twitter for iPhone,
jamesrussbell,28583025,"seattle,washington",1/20/2023 5:57,@Jim_Jordan Republicans under trump raised the national debt by trillions. In fact every Republican President since… https://t.co/HBsDDKYOcN,0,Twitter for iPhone,
eric,3562941,west seattle,1/20/2023 5:57,A Florida-based federal judge has ordered nearly $1 million in sanctions against Donald Trump and his attorney Alin… https://t.co/CwB9sCCp0g,0,Twitter for iPhone,
Bob Anderson,2473198009,"Redmond, WA",1/20/2023 5:53,"@BrandiKruse @TheStranger Reagan: Tripled our national debt
Bush II: Doubled it, after inheriting 4 years of budget… https://t.co/l6EThLbAZ4",0,Twitter Web App,
WTF Just Happened,8.24721E+17,"Seattle, WA",1/20/2023 5:51,"Trump, however, set the admissions ceiling at 15,000 refugees in his final year and gutted the refugee admissions i… https://t.co/OYNWllVMik",2,Buffer,
MSN,15856435,"Redmond, WA, USA",1/20/2023 5:50,"'Mastermind of strategic abuse': Judge slams Trump, lawyers for Hillary Clinton lawsuit, fines them $1 million https://t.co/P6PcByuRc2",5,OxfordBlue-Twitter,
Dominic Dobson,4247290574,"Mercer Island, WA",1/20/2023 5:43,"@petestrzok It just shows you what a sham this whole thing is. The Supreme Court, led by Justice Thomas has become… https://t.co/SjRd3gVPwL",0,Twitter for iPhone,
2PartySystemSucks,1.58978E+18,"Mercer Island, WA",1/20/2023 5:39,@JerseyRockers @CollinRugg @mmpadellan Maybe they changed to independent by I bet you they still voted for trump.,0,Twitter for iPhone,
Rob Christ 🇺🇦🇺🇸,281164125,"Edmonds, Washington",1/20/2023 5:24,"@kimguilfoyle Wait, Trump cares about a black person? 

Nah, just another grift.",0,Twitter for iPhone,
Lord Dave Rice,1520720514,"Des Moines, WA",1/20/2023 5:14,@The_Trump_Train She isn’t evading taxes.,0,Twitter for iPhone,
stochy storm,1.60179E+18,"Seattle, WA",1/20/2023 5:04,@MayoIsSpicyy All stats show we had the best economy under Trump.  A very inconvenient truth.  Prove me wrong,0,Twitter for iPhone,
👀? The Unwilling Mrs. Kravitz 👀?,19885037,Seattle,1/20/2023 4:56,@SpeakerMcCarthy I believe Trump has a lawsuit against him right now. Jornlin and Gaetz.  And you’re keeping Santos around. Wtf!.,0,Twitter for iPhone,
Chosen One 🇺🇦+🇺🇸,17127559,"Redmond, WA",1/20/2023 4:50,@TinaHammer60 @laurenboebert The Vice President has the same authority to classify and declassify documents as the… https://t.co/oYEvf1n8ez,0,Twitter for iPhone,
Chickenwizard,1.17414E+18,Seattle,1/20/2023 4:47,"@VickyAl53411513 @KariLake @TuckerCarlson @JoeBiden @katiehobbs Yeah we did.    
I thought Trump built his big wall… https://t.co/Haoti37Han",0,Twitter Web App,
SlugtalesNews 🇺🇦,1413427614,"Seattle, Washington",1/20/2023 4:45,"Oh boy, Trump's gonna spend nearly a million dollars to listen to this lecture....  😂😂😂
https://t.co/YYQ4AXKjHL",0,Twitter Web App,
"Enneagr, a Dragon",102892579,USA,1/20/2023 4:41,"Read ""Trump, lawyer ordered to pay nearly $1 million for ‘completely frivolous’ Clinton suit"" on SmartNews:… https://t.co/lUfQx9E1zZ",0,Twitter for Android,
Elon Musk Parrotty 🐦,3169483038,"Seattle, WA",1/20/2023 4:40,"@petestrzok Trump: ""yippee, another fundraising opportunity from my gullible base!""",0,Twitter for Android,
Lori Steiner,53081702,"Kirkland, WA",1/20/2023 4:39,"@Jim_Jordan Considering that tRump added a,shitload of $$$ to the debt, and Congress raised the debt limit several… https://t.co/9300mR12nh",0,Twitter for Android,
Daniel Scheeler,1.56344E+18,"Renton, WA ",1/20/2023 4:37,@ProudElephantUS His opponent was Donald Trump and more voted against him than for Joe Biden.,0,Twitter Web App,
John F McBride,2167072310,"Seattle, WA",1/20/2023 4:34,"@RonFilipkowski Trump, who wouldn’t take a bullet for anyone, even a parent or sibling, pretends to thank an “emplo… https://t.co/WJqNvQpjWg",0,Twitter for iPhone,
Chris Sutton,453034441,Seattle,1/20/2023 4:34,"@RedState Your clearly biased reporting fails.
So no mention of the Hundreds of classified documents tRump took AND… https://t.co/IMdxXehWaI",0,Twitter for Android,
Wild World News Network,192437711,"Seattle, WA",1/20/2023 4:31,Darn Trump’s Truth Social has some strict content moderation here’s a “truth” that they censored. https://t.co/vvbHzrZHZ4,0,Twitter for iPhone,
Steph,1.02702E+18,"Seattle, WA",1/20/2023 4:19,@AccountableGOP Hmm. How did Trump know that the documents were on the floor and that the garage floor was damp? Si… https://t.co/yvv3q2mHAB,1,Twitter Web App,
Justice Ramin Arman,8.18959E+17,"Seattle, WA",1/20/2023 4:15,@boymonster Just wait until they find out how much Roger Waters hates Trump.,0,Twitter for Android,
Curtis Crimmins,3886354992,"Seattle, WA",1/20/2023 4:13,@GRDecter Should we default then? Should the United States fail to pay its obligations for the first time ever? Wil… https://t.co/urVN7Rg1xe,0,Twitter for iPhone,
Mark Nowlan stands w/🇺🇦🌻,43946570,"Seattle, WA",1/20/2023 4:09,A million is a million. Glad there are real penalties for Trump using the judicial system to get back at enemies https://t.co/Wt82f9sScV,0,Twitter for iPhone,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 4:03,"@RonnyJacksonTX You want to ensure that our troops are weaker, sicker, and less able to deploy.  Russia certainly g… https://t.co/80vpiN24B0",9,Twitter for Android,
S,8.89151E+17,"Renton, WA",1/20/2023 4:00,@JordanBrace8 Good evening awesome and amazing Trump supporting child,0,Twitter for iPhone,
Issy & Barney's mom.,1.24083E+18,"Seattle, WA",1/20/2023 4:00,"@THUOSTON59 @The_Trump_Train WorstCitizen. 
Birther. Central Park 5. 
Mutherfucker.",0,Twitter for Android,
Duwamishygirl,8.72495E+17,"Seattle, WA",1/20/2023 3:52,@kimguilfoyle Trump doesn't care about this woman any more than you do. Just another opportunity for self aggrandizement,0,Twitter for iPhone,
seattlegoodeat,1.35497E+18,Seattle,1/20/2023 3:51,"@ericareport That is not trump fault 
It's Republicans to blame 
Because trump never heard of math",0,Twitter for Android,
Midas-X,8.83384E+17,"Seattle, WA",1/20/2023 3:49,@SenRickScott Ask trump why he didn't care.  Please report back.,0,Twitter for Android,
seattlegoodeat,1.35497E+18,Seattle,1/20/2023 3:49,"@pammedina6 @ericareport Absolutely I don't know why people are surprised 
Trump doesn't understand basic math",0,Twitter for Android,
Bill Rupp,1.58719E+18,"Bellevue, WA",1/20/2023 3:48,"Ok … Trump’s VP Running Mate in 2024’ … I got Nikki Haley, who would be better?",0,Twitter for iPhone,
Rob g,1.57264E+18,"Seattle, WA",1/20/2023 3:45,@NickAdamsinUSA He can share the same cell as trump as far as I’m concerned.,0,Twitter for iPhone,
Rob g,1.57264E+18,"Seattle, WA",1/20/2023 3:44,@ACTBrigitte He’s just as above the law as trump so sit down.,0,Twitter for iPhone,
Mike Lucas,2474929860,"Seattle, WA",1/20/2023 3:42,"@gatewaypundit Biden slammed former President Donald Trump in Sept on 60 Minutes as ""irresponsible"" for allegedly k… https://t.co/IEtL2Cjyj5",0,Twitter Web App,
J L Fairchild,1.3832E+18,"Seattle, WA",1/20/2023 3:41,@alvisobeach @MaxNordau It's hard for you apparently. 81M is a lot more than 74M. You aren't making the case you th… https://t.co/6EnZrsYMZm,0,Twitter for Android,
MSN,15856435,"Redmond, WA, USA",1/20/2023 3:40,"Federal judge sanctions Trump, attorneys over $900,000 for ‘a continuing pattern of misuse of the courts’ https://t.co/ErHO56BSeY",1,OxfordBlue-Twitter,
Cliff,16629251,"Lynnwood, WA",1/20/2023 3:38,@The_Trump_Train I think we need to do it but in a controlled manner. Starting with any that are arrested or on wel… https://t.co/NXE1AochdD,0,Twitter Web App,
Rob g,1.57264E+18,"Seattle, WA",1/20/2023 3:33,"@RepMTG @HouseGOP If you don’t raise the debt limit, then we default on the 8 trillion trump spent. Oh and you supp… https://t.co/oT8JcH1raM",0,Twitter for iPhone,
Hank,127664081,Seattle,1/20/2023 3:31,"@bennyjohnson “Two Corinthians”
-Donald Trump",0,Twitter for iPhone,
"💥✨✨WTF, OVER...?✨✨💥",7.57809E+17,"Edmonds, WA",1/20/2023 3:26,"he knows that but,  your dear leader trump thinks he is and so do you and all your maga cohorts... 🥱 https://t.co/kHL7Msu0ZT",0,Twitter Web App,
man with giant cock,3192673533,"Seattle, WA, ",1/20/2023 3:24,"The Washington Post: On presidential records, the rules are clear. The oversight is not..
https://t.co/BAcAUlrUFu

via @GoogleNews",0,Twitter for Android,
Jordan 🌹,32495716,"Seattle, Washington, USA",1/20/2023 3:22,@_ArtsyMarxist_ Just finished reading this and I can’t recommend it enough https://t.co/oMoGiAkOBx,2,Twitter for iPhone,
Kevin Morrison,2614992950,"Seattle, WA",1/20/2023 3:11,Well that’s pretty “rich” of Donnie to be talking about throwing people in jail that haven’t even broken any laws.… https://t.co/s1ur0bA3ZL,0,Twitter for iPhone,
Cynethryth,8.77361E+17,"Seattle, WA",1/20/2023 3:11,"Other than George Santos, have you ever seen such a clown like Donald Trump? 😂

The chump and his attys were just s… https://t.co/CxmdKVhaiH",6,Twitter Web App,
Cynethryth,8.77361E+17,"Seattle, WA",1/20/2023 3:04,Trump and lawyer sanctioned almost $1 million for 'frivolous' lawsuit against Hillary Clinton https://t.co/cPLQssb7fO,1,Twitter Web App,
jamdam85 🇺🇦ПТН ПНХ🇺🇦,1.07658E+18,"Woodinville, WA",1/20/2023 3:01,@LarryAl11527938 @k44nucks @ForgiatoBlow47 You seem smart🙄 You ceased to mention tRump increased the ND by 25%.,0,Twitter for iPad,
E. Bruhse,1.49952E+18,"Seattle, WA",1/20/2023 3:01,@DeepState_Shu2 That’s eric trump’s burner account,1,Twitter for iPhone,
Ultra-MAGA-Deplorable Dave 🙏🇺🇲,1.51133E+18,"Seattle, WA",1/20/2023 2:59,"@J_H_5 @LegendaryEnergy I bet you're still waiting for Trump to be indicted too, after 30 attempts of nothingburgers from the DemonRats",0,Twitter for Android,
Christina Bradley,98697235,"Redmond, WA",1/20/2023 2:59,"@harrylitman ""Thirty-one individuals and entities were needlessly harmed in order to dishonestly advance a politica… https://t.co/dvuoqzVmHq",0,Twitter Web App,
MAC,30818818,"Bellevue, WA",1/20/2023 2:57,@DennisBounds87 Trump will fix this mess,0,Twitter for iPad,
Henry Shaw,1660991892,"Seattle, WA",1/20/2023 2:56,National media report weather and Hollywood news at the expense of what is important for citizens to know. Fuck. Le… https://t.co/JyjYUarUDV,0,Twitter for iPhone,
Jesse,1.56299E+18,"Seattle, WA",1/20/2023 2:53,@AbeGreenwald @JonahDispatch if only there was some way for Trump to boost his resistance to advisers,0,Twitter for Android,
Chelsea Carter,1.52454E+18,"Seattle, WA",1/20/2023 2:43,@Valdain @CNN What the fuck does Trump have to do with this lmao,0,Twitter Web App,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 2:43,"@ACTBrigitte You have no respect for America.  You support sedition, treason and espionage against the country, cal… https://t.co/JOVMvXDvC9",0,Twitter for Android,
David Cable,8.05169E+17,Seattle,1/20/2023 2:42,"@CliffW08950229 President Obama's 2014, West African Ebola, response did more to advance future vaccine availabilit… https://t.co/5nKDbsMVzC",0,Twitter for Android,
Omaha Sternberg,14181659,"Burien, WA",1/20/2023 2:33,"@NoCatsNoMasters Oh, I agree with you. My question is whether bringing documents like these home to work on and the… https://t.co/fPxV4kG4VW",0,Twitter Web App,
Matt Kirby,1.51929E+18,"Seattle, WA",1/20/2023 2:27,@RealBrysonGray With all do respect to president Trump. He seems incredibly misinformed in this department. I’m not… https://t.co/PEu8zeswBG,0,Twitter for iPhone,
Kathy Gibb,3302102045,"Seattle, WA",1/20/2023 2:24,"I HOPE PEOPLE READ THIS. AFTER BEING ADMONISHED FOR A FRIVOLOUS SUIT, TRUMP STILL KEPT FILING AGAIN AND AGAIN. https://t.co/NtC9tcXxw0",0,Twitter for iPad,
LET’S GO DARK BRANDON,76529907,Seattle,1/20/2023 2:24,@BASconsultant @BreitbartNews Really? Trump stole classified docs and is free as a bird. Cmon man https://t.co/cuQXKV8DxY,0,Twitter for iPhone,
Highland Gal,1.49952E+18,"Seattle, WA",1/20/2023 2:13,"@1FlagUSA So did Trump, but 50 times worse.",0,Twitter for Android,
D. D.,216407950,"Seattle, WA",1/20/2023 2:12,@RonFilipkowski She won't go away because she is cheerleading for trump to pick her as Vice President. She should g… https://t.co/Ksx79zOEmu,0,Twitter for iPhone,
Omaha Sternberg,14181659,"Burien, WA",1/20/2023 2:09,"The more that I read/listen about the classified docs found in Trump's Mar-a-Lago and Biden in his garage, the more… https://t.co/ovwmy7KkQq",0,Twitter Web App,
jixxer130,369070803,Seattle wa.,1/20/2023 2:08,@DonaldJTrumpJr People are losing faith.  Nothing positive happening.  All negative   Some believe President Trump… https://t.co/0kzwXHD7Du,0,Twitter for iPhone,
Julie Williams,35131401,under the sea,1/20/2023 2:08,"#davidcrosby David Crosby has died. He once said, ""So far people are fine after the vaccines ...I am ...my family i… https://t.co/XopU8tel8r",0,Twitter for Android,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 2:08,@GOP More illegal drugs were seized at the border under Biden than under Trump.  You want to go back to when we tor… https://t.co/p68AXxZ40X,0,Twitter for Android,
Mrs Musketeer,1.25165E+18,"Seattle, WA",1/20/2023 2:06,Tucker Carlson’s show tonight gives insight of why the deep state became absolutely unhinged When Trump won.,0,Twitter for iPad,
JeffB55171685,1.02125E+18,"Seattle, WA",1/20/2023 2:04,@RationalLeft Trump should run third party then…,0,Twitter Web App,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 2:03,"@ACTBrigitte You stand proudly for sedition, treason and espionage against the United States.  Who can be proud of… https://t.co/dh0Ywqxiry",2,Twitter for Android,
JeffB55171685,1.02125E+18,"Seattle, WA",1/20/2023 2:00,@RationalLeft Oh hell no. DeSantis is worse than Trump,0,Twitter Web App,
Rachael Conner,147530390,"Seattle, WA",1/20/2023 1:57,@komonews Didn’t trump have his ass handed to him because he wanted to sweep the floors? Hmmmm,0,Twitter for iPhone,
Vince,433597397,"Seattle, WA",1/20/2023 1:57,"@truewebsuccess @ForgiatoBlow47 Loser, just like Trump. Sad.",0,Twitter for iPhone,
John Ned💙🌊🇺🇦👍,58337417,"Seattle, WA",1/20/2023 1:54,It was strictly a cynical marriage of convenience between trump and evangelicals in the best of times. Now it's fal… https://t.co/UzuaciiwjW,0,Twitter for Android,
RAURMAN productions,1.58279E+18,"Seattle, WA",1/20/2023 1:53,@Jlog1968 @JedediahBila Trump is the author of Operation Warp-speed. The mandates and boosters came after Biden was… https://t.co/z2hKWl0zf0,0,Twitter Web App,
Himmat Sohi,3072346501,"Bothell, WA",1/20/2023 1:53,@hakeemjeffries Russia did a real good research on what the disillusioned marginalized white supremacists wanted an… https://t.co/3GrHkPEex3,0,Twitter for Android,
David S,967861188,"Seattle, WA",1/20/2023 1:52,"@tg14926 @mlauriat Lara Trump launders money for fentanyl dealers, pass it on wink wink",0,Twitter for Android,
Benvolio,9.62146E+17,"Seattle, WA",1/20/2023 1:50,@Rockopelli3 @justin_hart Trump trying to push bogus remedies is not a point in his favor.,0,Twitter for Android,
Brion Swan,3023161580,Seattle Washington,1/20/2023 1:49,@ClownWorld_ Alec Baldwin says guns fire themselves and he didn't pull the trigger. Yeah that's a lie. Kyle said he… https://t.co/Ql6eT0kOT6,0,Twitter Web App,
🇺🇸Rev. Jason🇺🇸🦁🇺🇲🚔🇺🇲🌞🇺🇲✝️🇺🇲✡🇺🇲,1.37253E+18,Seattle WA,1/20/2023 1:49,"If we're torn between voting for Trump or voting for DeSantis then the Democrats will win!
We know they're put all… https://t.co/mZfqHsoPJO",1,Twitter Web App,
Andrew Buncombe,105998402,"Seattle, WA",1/20/2023 1:46,Trump’s demand to jail reporter condemned as ‘appalling’ by press freedom activist @Independent @trevortimm https://t.co/liHMcfrf41,0,TweetDeck,
Pletched,7.74726E+17,"Seattle, WA",1/20/2023 1:45,"@The_Trump_Train Yes, as soon as she runs for president.",0,Twitter for iPhone,
Steven Chappell,67146174,"Seattle, WA",1/20/2023 1:43,@CraigHildebrand @CFHeather @Reginanazarkew1 @TimRunsHisMouth @RepAdamSchiff Trump did plenty of damage before he c… https://t.co/AK8qFpJeDT,0,Twitter for Android,
Laurie Hardman,1.27219E+18,Seattle,1/20/2023 1:40,@FBIMostWanted You can find Donald Trump in Florida,0,Twitter for Android,
J L Fairchild,1.3832E+18,"Seattle, WA",1/20/2023 1:39,@alvisobeach @MaxNordau Why do I have to keep saying this. Trump lost to Biden. That by itself is enough to not nom… https://t.co/FdNsEIRb17,0,Twitter for Android,
sara powell,1.21864E+18,"Seattle, WA",1/20/2023 1:38,"@JohnDWestbrook This is such a lowlife thing to do, guaranteed to produce money for Trump.  The lady is dead and Tr… https://t.co/xXdUzGI5DK",0,Twitter for iPad,
Actual Ninja,1.56185E+18,Seattle,1/20/2023 1:38,@Sherrycreekmor1 @ReverendDarth @ithrowstones @ianlynchpass @jimdaleywrites @Chicago_Reader @ElectionLegal Idgaf wh… https://t.co/9VoIdHmxph,0,Twitter for Android,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 1:37,"@lavern_spicer No. I am calling you the defender of treason and sedition, calls to suspend the Constitution, Thanks… https://t.co/1AmQMequEM",2,Twitter for Android,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 1:32,@ACTBrigitte 25% of the debt was incurred by Trump's handouts to billionaires.  You don't get to steal our hard-ear… https://t.co/kNS41S6ZwI,3,Twitter for Android,
Khosro Raúl Soleimani (he/him),48214451,"Seattle, WA",1/20/2023 1:31,"@Haldor9977 @laurenboebert What is your argument, meathead? Have you forgotten that Trump STOLE boxes and boxes of classified documents?",0,Twitter for iPad,
"💥✨✨WTF, OVER...?✨✨💥",7.57809E+17,"Edmonds, WA",1/20/2023 1:27,"just like your dear leader's country club, eh bobo...?
“Specifically, it was determined that there is no grouping,… https://t.co/J57Uq1jlPq",0,Twitter Web App,
JCoulter,1.42876E+18,"Seattle, WA",1/20/2023 1:27,@robreiner Trump's fault!,0,Twitter Web App,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 1:27,@RonnyJacksonTX Because you want to continue to pretend that the border is open when more illegal crossings were st… https://t.co/15Upigglcn,6,Twitter for Android,
Amy Roark,145775205,Minneapolis & Seattle,1/20/2023 1:24,"@Acyn This bizarre play to rehabilitate Nixon, make him a ‘victim’, reminds me of Trump by pardoning Scooter Libby,… https://t.co/3oiPuY761G",0,Twitter for iPhone,
Amy Roark,145775205,Minneapolis & Seattle,1/20/2023 1:24,"This bizarre play to rehabilitate Nixon, make him a ‘victim’, reminds me of Trump by pardoning Scooter Libby, Rod B… https://t.co/gx1h48iXDt",8,Twitter for iPhone,
Snatch the Pebble,1.58676E+18,"Seattle, WA",1/20/2023 1:22,"Democrat dilemma: 
Admit the vax causes brain damage to all who took it so that Trump can't run again.",0,Twitter for iPhone,
Art Hall ,2590275270,"Seattle, WA",1/20/2023 1:21,@GOP It's called demand! Something we didn't have under Trump!,0,Twitter for iPhone,
NANCY 🌊💙,723435510,"Seattle, WA",1/20/2023 1:20,"@J_Schiavo Thanks, Joe. TO MTG: You do not care about the American people. You do not care about the fact that the… https://t.co/lC6MZmp78A",0,Twitter Web App,
Blujay,1.58606E+18,"Seattle, Washington",1/20/2023 1:17,@RepAdamSchiff I think they're getting orders from Trump to tank our economy so he can use a failed economy to rally his troops.,0,Twitter Web App,
Blujay,1.58606E+18,"Seattle, Washington",1/20/2023 1:16,@joncoopertweets Somebody please ask for proof of his claimed dual citizenship. Was he an anchor baby? Barack Obama… https://t.co/y1WUCaIlNx,0,Twitter Web App,
Truthbknown,9.48542E+17,"Seattle, WA",1/20/2023 1:15,@RichardCheek19 @The_Trump_Train If there are cases of ILLEGAL immigrants that get to stay in the US they should NE… https://t.co/FohmUivTnt,0,Twitter for Android,
michelle geno,1.58687E+18,"Seattle, WA",1/20/2023 1:14,"@rycunni As a trumpster, i believe Trump was lied to and forced to do things during covid against his wishes.  As a… https://t.co/HymoaKznqR",0,Twitter for iPhone,
4th of Angus 🇺🇦💔🏳️‍🌈,1934776940,"Seattle, WA",1/20/2023 1:14,@joshuagale75 @jengrimes8 Has Nikki Haley ever exhibited a single independent thought that made you think she is an… https://t.co/1chJt54eVI,0,Twitter for Android,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 1:13,"@ACTBrigitte No, he isn't, but you are proud to support sedition, treason and espionage against the United States,… https://t.co/Hk5rpwr0Ru",14,Twitter for Android,
Agent Double-O-Deuce-Nine-Block,1.46915E+18,"Burien, WA",1/20/2023 1:12,@deafdad324 @fijhindgal @RNCResearch @FreeBeacon The country that trump has a bank account in?,0,Twitter for Android,
Steven Chappell,67146174,"Seattle, WA",1/20/2023 1:11,@CFHeather @Reginanazarkew1 @TimRunsHisMouth @RepAdamSchiff Why did the republican senate and Trump executive approve it then?,0,Twitter for Android,
"Stacey Dunn, Overeducated Antifascist Woman",36842122,Outside Seattle,1/20/2023 1:08,"@SenDanSullivan So, what you're saying is that even though more illegal drugs were seized at the border under Biden… https://t.co/I57ncEW7ib",0,Twitter for Android,
Seraphim (control group human/PureBlood/unsterile),1.51875E+18,Seattle ,1/20/2023 1:08,Trump is too far left.,0,Twitter Web App,
Blujay,1.58606E+18,"Seattle, Washington",1/20/2023 0:56,"@SenTedCruz Huge difference when Trump deliberately deflected, side-lined, refused to give documents after multiple… https://t.co/SuhHWonXAZ",0,Twitter Web App,
Doge 🪙 Montanjá,1.08716E+18,"Seattle, WA",1/20/2023 0:49,"things are gonna get so bad economically under @joebiden's watch, trump will win in 2024

book it",0,Twitter Web App,
Tempus,1.31217E+18,"Seattle, WA",1/20/2023 0:49,@alexbruesewitz Who is 'President' Trump?,0,Twitter for Android,
